Name$Ingredients$Recipe$
Overnight Oats$2/3 cup rolled oats$ 2 Tbsp peanut butter$ 4 tsp chia seeds$ 2 tsp honey or maple syrup$ 1 cup unsweetened almond milk$ 1 sliced banana$1. Combine everything in a bowl and place mixture into container$2. Let sit in fridge overnight$
