Name$Ingredients$Recipe$
Spanish Rice$1 cup generic brown rice$1 small can tomatoes, diced$1 tbsp olive oil$1 1/2 cups chicken stock$2 tsp kosher salt$2 tsp black pepper$2 tsp chili powder$1/2 tbsp garlic, minced$1 tsp oregano, dried$1. Combine all ingredients in rice cooker and turn on, mix well before serving$
